iter	RMSE
1670	64.86237523
1671	64.83737117
1672	64.83510842
1673	64.8259012
1674	64.79911496
1675	64.77956025
1676	64.75874707
1677	64.74353738
1678	64.71471691
1679	64.71258603
1680	64.68582827
1681	64.67928167
1682	64.67167098
1683	64.65038603
1684	64.63297301
1685	64.61858151
1686	64.59858003
1687	64.58880906
1688	64.57723783
1689	64.57334752
1690	64.56324465
1691	64.5593944
1692	64.54952903
1693	64.53801899
1694	64.53321347
1695	64.53042113
1696	64.52824723
1697	64.51931525
1698	64.51007109
1699	64.50140389
1700	64.49353911
1701	64.48385109
1702	64.48322299
1703	64.46646105
1704	64.45843727
1705	64.44916659
1706	64.44123781
1707	64.42762557
1708	64.41880367
1709	64.41166488
1710	64.40386095
1711	64.40350015
1712	64.38467945
1713	64.38108499
1714	64.36595288
1715	64.35584211
1716	64.34448503
1717	64.32643166
1718	64.31275905
1719	64.30306945
1720	64.28275711
1721	64.28043975
1722	64.27662199
1723	64.26420143
1724	64.2568349
1725	64.2496907
1726	64.24541246
1727	64.22207001
1728	64.2203998
1729	64.2110788
1730	64.19144278
1731	64.18419681
1732	64.16720347
1733	64.1513315
1734	64.1469765
1735	64.13595718
1736	64.12389338
1737	64.10439361
1738	64.08908708
1739	64.08636735
1740	64.06685464
1741	64.05235106
1742	64.0308787
1743	64.024303
1744	64.00981348
1745	63.9922902
1746	63.98243454
1747	63.9719409
1748	63.96008751
1749	63.95608198
1750	63.93720943
1751	63.93214502
1752	63.9162312
1753	63.90588559
1754	63.90270504
1755	63.87537922
1756	63.87358285
1757	63.86385746
1758	63.84506873
1759	63.8349775
1760	63.81471649
1761	63.81088838
1762	63.80437978
1763	63.791294
1764	63.77380076
1765	63.76436093
1766	63.73956
1767	63.72974153
1768	63.72233277
1769	63.71699938
1770	63.6942734
1771	63.69065275
1772	63.68811545
1773	63.67452512
1774	63.66459801
1775	63.65754858
1776	63.65450653
1777	63.64407421
1778	63.63829944
1779	63.63614769
1780	63.63077505
1781	63.62207487
1782	63.6181424
1783	63.58893801
1784	63.58352978
1785	63.56924017
1786	63.55958242
1787	63.55553842
1788	63.54511522
1789	63.5293664
1790	63.51449071
1791	63.49602918
1792	63.49337709
1793	63.48593081
1794	63.47594657
1795	63.47013641
1796	63.45363805
1797	63.4478672
1798	63.43213822
1799	63.41357934
1800	63.39214674
1801	63.38385017
1802	63.36534004
1803	63.35149916
1804	63.34421713
1805	63.34331584
1806	63.31685297
1807	63.28732151
1808	63.25300309
1809	63.25060814
1810	63.23534854
1811	63.22169427
1812	63.20927983
1813	63.20139271
1814	63.18554507
1815	63.1647412
1816	63.15834087
1817	63.14879683
1818	63.13268633
1819	63.13238473
1820	63.11444173
1821	63.10225765
1822	63.09029531
1823	63.06953899
1824	63.06596391
1825	63.05686592
1826	63.05629783
1827	63.05056659
1828	63.04245499
1829	63.02719091
1830	63.008136
1831	63.00389175
1832	62.99688902
1833	62.98899024
1834	62.97781719
1835	62.9646968
1836	62.95744136
1837	62.93946117
1838	62.92474865
1839	62.90083297
1840	62.89468251
1841	62.88924804
1842	62.87107311
1843	62.86692
1844	62.84543152
1845	62.8413021
1846	62.83795801
1847	62.83138173
1848	62.82889794
1849	62.82733976
1850	62.80847208
1851	62.79629209
1852	62.79180209
1853	62.77628955
1854	62.77230366
1855	62.7717945
1856	62.7652521
1857	62.74884761
1858	62.73593612
1859	62.70469665
1860	62.6806826
1861	62.67636278
1862	62.66048136
1863	62.65627316
1864	62.63962741
1865	62.62875322
1866	62.62392679
1867	62.6068723
1868	62.60216832
1869	62.59863178
1870	62.5932193
1871	62.5778597
1872	62.56430343
1873	62.55977405
1874	62.55895606
1875	62.55038506
1876	62.53440419
1877	62.51496282
1878	62.50852734
1879	62.5035583
1880	62.49137533
1881	62.48563231
1882	62.48403675
1883	62.48377658
1884	62.4779122
1885	62.46079952
1886	62.43544626
1887	62.41310858
1888	62.39581163
1889	62.38861438
1890	62.38706636
1891	62.37801023
1892	62.36503263
1893	62.3629541
1894	62.3441293
1895	62.32741722
1896	62.31462239
1897	62.29945149
1898	62.27069683
1899	62.25788146
1900	62.25253979
1901	62.24207195
1902	62.24163975
1903	62.24100148
1904	62.23508009
1905	62.22544778
1906	62.21188149
1907	62.18887314
1908	62.16422756
1909	62.15687918
1910	62.1556354
1911	62.13873519
1912	62.12201473
1913	62.11315974
1914	62.10531385
1915	62.10321201
1916	62.09856738
1917	62.09324639
1918	62.07980248
1919	62.07567344
1920	62.07527674
1921	62.06258425
1922	62.04794248
1923	62.0350315
1924	62.02986383
1925	62.02411283
1926	62.01038179
1927	62.00489838
1928	62.0010165
1929	61.99174842
1930	61.98750728
1931	61.97313528
1932	61.96227027
1933	61.95581596
1934	61.93626601
1935	61.92073829
1936	61.91906439
1937	61.90640113
1938	61.90580174
1939	61.8989755
1940	61.88253187
1941	61.86104961
1942	61.85216364
1943	61.83089721
1944	61.80385682
1945	61.79598605
1946	61.78084064
1947	61.77765755
1948	61.77004133
1949	61.75142359
1950	61.73979664
1951	61.73783058
1952	61.73736674
1953	61.73544767
1954	61.72678696
1955	61.72336432
1956	61.70859513
1957	61.69236997
1958	61.68341746
1959	61.68332268
1960	61.66619242
1961	61.65308455
1962	61.63949064
1963	61.63875643
1964	61.63243402
1965	61.62031524
1966	61.6065066
1967	61.59275246
1968	61.59225724
1969	61.57865352
1970	61.56829792
1971	61.5677345
1972	61.56316904
1973	61.54935487
1974	61.5329524
1975	61.51743179
1976	61.50766561
1977	61.50364452
1978	61.48654167
1979	61.48406867
1980	61.47255594
1981	61.47213367
1982	61.46177625
1983	61.45329378
1984	61.43884673
1985	61.43022861
1986	61.41667237
1987	61.40568952
1988	61.39654944
1989	61.39003497
1990	61.38945411
1991	61.36475222
1992	61.34510502
1993	61.33908742
1994	61.32760333
1995	61.32751949
1996	61.3103984
1997	61.29935749
1998	61.27347269
1999	61.27293584
