iter	RMSE
169	164.2557532
170	163.5116234
171	162.6427643
172	161.8699049
173	161.0725436
174	160.3369932
175	159.54991
176	158.8905948
177	158.1734977
178	157.5173939
179	156.9331805
180	156.2132355
181	155.5607778
182	154.8279309
183	154.3342699
184	153.7712948
185	153.1845734
186	152.7396102
187	152.1803906
188	151.666502
189	151.245254
190	150.7387739
191	150.1131724
192	149.6169454
193	148.996482
194	148.5893263
195	148.1216207
196	147.6159283
197	147.2102081
198	146.6348536
199	146.1404748
200	145.7142111
201	145.2465798
202	144.7576003
203	144.3895522
204	143.9855222
205	143.5092257
206	143.0985961
207	142.657102
208	142.3356809
209	141.7874456
210	141.4114379
211	141.1236193
212	140.5957438
213	140.3051588
214	139.82591
215	139.3775897
216	138.962443
217	138.7071763
218	138.3629433
219	138.0737035
220	137.7790241
221	137.4734617
222	137.1729724
223	136.8621569
224	136.3719433
225	136.0447865
226	135.5738687
227	135.21683
228	134.8659589
229	134.5513477
230	134.2118708
231	133.9291564
232	133.6322301
233	133.3885913
234	133.0202117
235	132.6619144
236	132.3202694
237	131.9251863
238	131.5031337
239	131.2325314
240	130.8595252
241	130.4682107
242	130.2568037
243	129.9918544
244	129.6909738
245	129.2640606
246	129.0657291
247	128.756624
248	128.5277735
249	128.1887124
250	127.9899806
251	127.6758685
252	127.3811169
253	127.0683431
254	126.8858419
255	126.6492665
256	126.3868431
257	125.995696
258	125.7092237
259	125.4139842
260	125.2129188
261	125.0135915
262	124.7254706
263	124.53486
264	124.2088116
265	123.8607686
266	123.6466627
267	123.3743625
268	123.0835366
269	122.8366422
270	122.5587168
271	122.3121785
272	122.1108452
273	121.8403372
274	121.6234877
275	121.4059894
276	121.2880936
277	121.0668673
278	120.762895
279	120.575586
280	120.3202034
281	120.0620519
282	119.7566973
283	119.5259293
284	119.2142939
285	119.0135812
286	118.7674386
287	118.5565402
288	118.3065041
289	117.9864514
290	117.6848612
291	117.3701534
292	117.1425006
293	116.9666877
294	116.6641839
295	116.4117112
296	116.1891943
297	116.0119817
298	115.7985924
299	115.5889551
300	115.346151
301	115.1167098
302	114.9358951
303	114.6746425
304	114.4419851
305	114.2121288
306	114.0698054
307	113.8662502
308	113.6780068
309	113.4940507
310	113.3469055
311	113.1712373
312	112.9520621
313	112.8004969
314	112.569362
315	112.4305055
316	112.2185646
317	112.0809671
318	111.8434439
319	111.6495401
320	111.4541322
321	111.3144194
322	111.1784705
323	110.949507
324	110.799045
325	110.6539409
326	110.4392654
327	110.2113833
328	109.9874471
329	109.8453403
330	109.647789
331	109.5335751
332	109.3451582
333	109.2106739
334	109.0883895
335	108.8762274
336	108.7013841
337	108.5847064
338	108.3676739
339	108.2361545
340	108.09924
341	107.912764
342	107.7371822
343	107.6097768
344	107.4422515
345	107.2488706
346	107.1030769
347	106.9796629
348	106.88707
349	106.7414731
350	106.5454156
351	106.3619564
352	106.1888041
353	106.0057999
354	105.8530058
355	105.7281465
356	105.5932595
357	105.4466409
358	105.2873355
359	105.1745156
360	104.9869175
361	104.7978458
362	104.6724984
363	104.5106163
364	104.3022883
365	104.1715487
366	104.0515887
367	103.8814811
368	103.7299415
369	103.6153608
370	103.5066193
371	103.3525334
372	103.2061336
373	103.0913724
374	102.945528
375	102.7930543
376	102.6204705
377	102.5250662
378	102.4168431
379	102.3245669
380	102.2167759
381	102.068291
382	101.9757538
383	101.8721978
384	101.7678243
385	101.6354156
386	101.4870268
387	101.4036271
388	101.276531
389	101.1350244
390	101.0006185
391	100.8472623
392	100.7184304
393	100.6487198
394	100.4876542
395	100.4434588
396	100.3456324
397	100.2194464
398	100.0881881
399	99.95652754
400	99.8237083
401	99.72657355
402	99.58073749
403	99.43252068
404	99.30429196
405	99.19569205
406	99.07250759
407	98.99529627
408	98.88940371
409	98.81726278
410	98.68995916
411	98.56440571
412	98.42632887
413	98.28203325
414	98.14617947
415	98.14568684
416	98.14520725
417	98.01535353
418	98.01488704
419	97.92459475
420	97.85302547
421	97.82655994
422	97.76422899
423	97.66499542
424	97.54617579
425	97.42298414
426	97.34888595
427	97.24843647
428	97.11858229
429	97.02678498
430	96.95088955
431	96.90031889
432	96.783302
433	96.66358165
434	96.57778695
435	96.48075038
436	96.31850133
437	96.24315234
438	96.24271539
439	96.24229002
440	96.09827457
441	96.00348682
442	95.90809548
443	95.82145333
444	95.71098799
445	95.60229443
446	95.60181688
447	95.60140852
448	95.52122806
449	95.41442677
450	95.29243451
451	95.16582474
452	95.06780664
453	94.99005641
454	94.98966131
455	94.8915146
456	94.75870255
457	94.64356596
458	94.64318022
459	94.57096448
460	94.57058895
461	94.48754732
462	94.48718158
463	94.38694127
464	94.30330874
465	94.20591422
466	94.13892803
467	94.0012462
468	93.89697247
469	93.73971361
470	93.7393555
471	93.73900687
472	93.7050987
473	93.6000391
474	93.59969881
475	93.51235017
476	93.40880981
477	93.31501122
478	93.23923411
479	93.14706061
480	93.14672965
481	93.05586713
482	92.96385087
483	92.86954027
484	92.76121445
485	92.64509904
486	92.64477404
487	92.53763832
488	92.4830378
489	92.42022168
490	92.3949873
491	92.30585751
492	92.24558534
493	92.13015954
494	92.06706706
495	91.98887316
496	91.92402946
497	91.86292686
498	91.74691196
499	91.67190301
500	91.6119473
501	91.55298311
502	91.49088485
503	91.49057984
504	91.4902829
505	91.4074964
506	91.31613452
507	91.31584579
508	91.3155647
509	91.21543248
510	91.21515882
511	91.14688588
512	91.08303916
513	91.00578258
514	90.88245678
515	90.76939195
516	90.69637495
517	90.6961102
518	90.69580186
519	90.61918212
520	90.55972573
521	90.45542612
522	90.41226383
523	90.3513467
524	90.20966722
525	90.15997352
526	90.08323625
527	90.08298615
528	90.01616808
529	89.97007225
530	89.93740098
531	89.86664324
532	89.78219493
533	89.73009387
534	89.72985608
535	89.7296246
536	89.72939925
537	89.64758779
538	89.59940445
539	89.53475477
540	89.47678455
541	89.41006824
542	89.34843092
543	89.2486267
544	89.16273443
545	89.0868035
546	89.00733955
547	88.90698235
548	88.85168679
549	88.78369221
550	88.71214068
551	88.65432099
552	88.60226887
553	88.55686689
554	88.46127717
555	88.46106376
556	88.46085601
557	88.38881021
558	88.29408668
559	88.21910302
560	88.16007144
561	88.10638387
562	88.04217978
563	87.96038611
564	87.91460976
565	87.84813839
566	87.84793707
567	87.81537057
568	87.74740801
569	87.74721176
570	87.68990919
571	87.61912537
572	87.55849553
573	87.55830471
574	87.50450205
575	87.45818751
576	87.39384752
577	87.30226112
578	87.21344298
579	87.21321385
580	87.15723494
581	87.12020671
582	87.05303295
583	87.01637297
584	86.95014055
585	86.88280039
586	86.83897468
587	86.78743163
588	86.73712679
589	86.7369501
590	86.73673383
591	86.68419187
592	86.58487807
593	86.58466562
594	86.54083399
595	86.48972381
596	86.43876535
597	86.32856293
598	86.29342855
599	86.29327333
600	86.20901536
601	86.14153251
602	86.1071156
603	86.06564441
604	86.01715366
605	85.91692459
606	85.84715585
607	85.80187645
608	85.75257319
609	85.67215477
610	85.62794949
611	85.59240236
612	85.59223774
613	85.55379528
614	85.5179408
615	85.51774102
616	85.46660978
617	85.41754998
618	85.4175105
619	85.36019045
620	85.3089661
621	85.25885577
622	85.21606071
623	85.18990348
624	85.18974924
625	85.1895607
626	85.14128693
627	85.08773704
628	85.05390755
629	85.01692436
630	84.95650634
631	84.90135044
632	84.8640772
633	84.80571125
634	84.75197512
635	84.75179171
636	84.70607002
637	84.64231136
638	84.6182042
639	84.61789891
640	84.56229944
641	84.52245209
642	84.48334058
643	84.4831644
644	84.38610482
645	84.30539169
646	84.26294987
647	84.19686279
648	84.14057042
649	84.08437317
650	84.04867084
651	84.01296752
652	84.01279478
653	83.97427371
654	83.93762218
655	83.88214989
656	83.8287995
657	83.7712592
658	83.72428961
659	83.67741796
660	83.64345249
661	83.59941639
662	83.59924778
663	83.59908295
664	83.55200572
665	83.55184542
666	83.55168869
667	83.55153543
668	83.51550391
669	83.45746834
670	83.40500879
671	83.37011288
672	83.30876858
673	83.21693068
674	83.21680663
675	83.16829578
676	83.11976865
677	83.08279908
678	83.02148152
679	83.0213535
680	82.9756633
681	82.95321758
682	82.90890513
683	82.8717839
684	82.83903754
685	82.83888777
686	82.79896335
687	82.76548214
688	82.70747763
689	82.68056987
690	82.65006158
691	82.62876774
692	82.59118222
693	82.59106183
694	82.55586408
695	82.54126844
696	82.53426787
697	82.49252665
698	82.45216235
699	82.40601954
700	82.36904764
701	82.31629542
702	82.28036079
703	82.24874968
704	82.21405677
705	82.20501416
706	82.18229365
707	82.11421177
708	82.07604207
709	82.07590547
710	82.03681229
711	81.98783918
712	81.96294619
713	81.93435048
714	81.90489573
715	81.8672881
716	81.82911699
717	81.78406074
718	81.74989185
719	81.73472809
720	81.66810866
721	81.63411725
722	81.60687377
723	81.5861853
724	81.54746784
725	81.48158112
726	81.45653798
727	81.4063215
728	81.37428058
729	81.36852226
730	81.35958146
731	81.35946038
732	81.31664581
733	81.31312476
734	81.30405361
735	81.27277302
736	81.23678301
737	81.22569218
738	81.19405311
739	81.13426843
740	81.130809
741	81.12988062
742	81.10421753
743	81.09540907
744	81.08673117
745	81.08492798
746	81.07133607
747	81.03988771
748	81.03315642
749	81.02460202
750	80.99092464
751	80.99067212
752	80.97180726
753	80.97133755
754	80.94064187
755	80.92934883
756	80.87734878
757	80.8414912
758	80.82141029
759	80.79314859
760	80.76853459
761	80.74639082
762	80.69591834
763	80.66618538
764	80.6361855
765	80.63481074
766	80.62378222
767	80.59317529
768	80.55737091
769	80.5505365
770	80.54570003
771	80.54505367
772	80.54336873
773	80.53368274
774	80.46918884
775	80.44751122
776	80.43374257
777	80.41149219
778	80.36839385
779	80.33866241
780	80.31094384
781	80.26592822
782	80.2441109
783	80.21519881
784	80.19629553
785	80.17559318
786	80.1540998
787	80.10562817
788	80.07022599
789	80.03036611
790	79.99197418
791	79.97211769
792	79.94548176
793	79.93836444
794	79.92599591
795	79.90700574
796	79.85757929
797	79.84042512
798	79.81699478
799	79.79873746
800	79.7545449
801	79.73271004
802	79.69693732
803	79.69012845
804	79.66411607
805	79.63947051
806	79.59909549
807	79.59412711
808	79.56556057
809	79.54357731
810	79.53655308
811	79.51776055
812	79.50820141
813	79.49059192
814	79.47655852
815	79.44939034
816	79.43989023
817	79.4120502
818	79.35040807
819	79.34203418
820	79.32523401
821	79.29237185
822	79.28759769
823	79.25134217
824	79.20885167
825	79.18466954
826	79.18098852
827	79.14683524
828	79.10595825
829	79.08831765
830	79.056119
831	79.04518168
832	79.03430981
833	79.03078288
834	78.98176639
835	78.96771135
836	78.93048629
837	78.9001122
838	78.88401452
839	78.85235724
840	78.83521306
841	78.80165087
842	78.77447359
843	78.76204875
844	78.75781703
845	78.69610378
846	78.66216212
847	78.65395058
848	78.63315804
849	78.57358213
850	78.55972522
851	78.55850909
852	78.55181571
853	78.51382958
854	78.50026653
855	78.47460925
856	78.44219432
857	78.41207278
858	78.37611111
859	78.33129361
860	78.30165626
861	78.2837065
862	78.2578172
863	78.23824996
864	78.19948729
865	78.17335616
866	78.15050805
867	78.12316504
868	78.0804402
869	78.04017327
870	78.00775412
871	77.95106581
872	77.93855184
873	77.92213611
874	77.90108936
875	77.89993829
876	77.87690503
877	77.87578277
878	77.86240399
879	77.83410227
880	77.80006646
881	77.79523849
882	77.75725529
883	77.73426127
884	77.71228257
885	77.6881901
886	77.66561269
887	77.63165757
888	77.59623479
889	77.58860523
890	77.56381339
891	77.52247582
892	77.50111175
893	77.44765918
894	77.39256995
895	77.37951572
896	77.33650373
897	77.30459376
898	77.28480771
899	77.26574906
900	77.2484565
901	77.22532191
902	77.20210157
903	77.18911779
904	77.15815801
905	77.11540832
906	77.09162069
907	77.06454356
908	77.06306599
909	77.05253726
910	77.0244698
911	77.01874687
912	76.99469042
913	76.94860315
914	76.93674347
915	76.91760562
916	76.91672089
917	76.90343767
918	76.88774685
919	76.84413879
920	76.82340801
921	76.80113409
922	76.78872343
923	76.78622508
924	76.78479852
925	76.75829752
926	76.73662009
927	76.72647307
928	76.71274138
929	76.67689643
930	76.67449981
931	76.66375616
932	76.61806461
933	76.61668069
934	76.58056346
935	76.53187703
936	76.53053679
937	76.5189725
938	76.51891891
939	76.51760986
940	76.48968461
941	76.44229443
942	76.4017547
943	76.39787887
944	76.37739552
945	76.36475828
946	76.36188016
947	76.36056581
948	76.35834964
949	76.35829926
950	76.3468178
951	76.3300214
952	76.32876167
953	76.30223395
954	76.28197622
955	76.24800929
956	76.2145388
957	76.2088857
958	76.1627299
959	76.12005832
960	76.10974954
961	76.09377743
962	76.06765641
963	76.01778055
964	75.98355589
965	75.97195086
966	75.96505895
967	75.90686963
968	75.87423368
969	75.86172597
970	75.83097639
971	75.79729523
972	75.78457817
973	75.76548665
974	75.7409736
975	75.73433769
976	75.73317276
977	75.72721109
978	75.70127704
979	75.68143089
980	75.6674212
981	75.66536301
982	75.6557741
983	75.65318091
984	75.64248922
985	75.62815014
986	75.60364266
987	75.5734339
988	75.54517126
989	75.54001074
990	75.49050374
991	75.48823454
992	75.47728956
993	75.47289679
994	75.4589382
995	75.44722404
996	75.39274297
997	75.36327985
998	75.35321733
999	75.3421696
1000	75.34103768
1001	75.30389324
1002	75.28449174
1003	75.26128172
1004	75.23449419
1005	75.22463957
1006	75.22217964
1007	75.2221399
1008	75.21600474
1009	75.20325418
1010	75.19273896
1011	75.18345611
1012	75.16887919
1013	75.13024723
1014	75.10791755
1015	75.08372962
1016	75.06249644
1017	75.04123859
1018	75.0183183
1019	75.0112213
1020	74.98897455
1021	74.98376115
1022	74.98372447
1023	74.98368858
1024	74.95905348
1025	74.95550764
1026	74.93116458
1027	74.91603215
1028	74.90605109
1029	74.87794842
1030	74.87132741
1031	74.86169021
1032	74.83956738
1033	74.83953347
1034	74.81521614
1035	74.79359299
1036	74.78494492
1037	74.78433373
1038	74.76995196
1039	74.74393635
1040	74.74050445
1041	74.72285237
1042	74.71728726
1043	74.71630252
1044	74.69649109
1045	74.69330611
1046	74.65238178
1047	74.65235124
1048	74.65232136
1049	74.64412648
1050	74.61166243
1051	74.58674337
1052	74.58671389
1053	74.57025822
1054	74.56987152
1055	74.54299029
1056	74.51499431
1057	74.50251833
1058	74.50248999
1059	74.45553492
1060	74.41528184
1061	74.4149436
1062	74.41491612
1063	74.39262549
1064	74.38763338
1065	74.37348438
1066	74.36582276
1067	74.36065268
1068	74.33777838
1069	74.30476073
1070	74.26076995
1071	74.24781881
1072	74.23924385
1073	74.23079294
1074	74.23076625
1075	74.19596305
1076	74.19593729
1077	74.18107943
1078	74.15630466
1079	74.12036263
1080	74.09010985
1081	74.06844237
1082	74.06508549
1083	74.05758083
1084	74.04929725
1085	74.03502109
1086	74.03179443
1087	73.99340572
1088	73.97471111
1089	73.94067345
1090	73.91556305
1091	73.88287301
1092	73.85797998
1093	73.82003397
1094	73.78798342
1095	73.74451921
1096	73.74449551
1097	73.73715035
1098	73.73558918
1099	73.73556598
1100	73.70229875
1101	73.69939538
1102	73.69937296
1103	73.66233976
1104	73.63509856
1105	73.60709832
1106	73.57438001
1107	73.57435808
1108	73.55251853
1109	73.54704651
1110	73.52394749
1111	73.50174419
1112	73.50172296
1113	73.47667892
1114	73.44818822
1115	73.43287258
1116	73.42760112
1117	73.42324247
1118	73.41060708
1119	73.39771232
1120	73.36727916
1121	73.35211158
1122	73.33076356
1123	73.33068506
1124	73.32888042
1125	73.31440408
1126	73.29779888
1127	73.29394943
1128	73.290424
1129	73.2596328
1130	73.25458834
1131	73.25456949
1132	73.2225422
1133	73.18274074
1134	73.15189185
1135	73.14908516
1136	73.14551108
1137	73.10592205
1138	73.10590421
1139	73.0930626
1140	73.06791304
1141	73.06656702
1142	73.04403097
1143	73.02802019
1144	72.98671443
1145	72.95681492
1146	72.92069724
1147	72.87029315
1148	72.85063306
1149	72.83936108
1150	72.82162627
1151	72.79467632
1152	72.76399056
1153	72.74299697
1154	72.70650469
1155	72.67242072
1156	72.62564035
1157	72.62562363
1158	72.58636878
1159	72.5638705
1160	72.55158347
1161	72.53918099
1162	72.5368914
1163	72.53253055
1164	72.48783459
1165	72.45965453
1166	72.44397223
1167	72.44281914
1168	72.42844308
1169	72.40398274
1170	72.39130664
1171	72.3658799
1172	72.33155147
1173	72.31667333
1174	72.31567755
1175	72.31560934
1176	72.2904277
1177	72.27632779
1178	72.26162195
1179	72.2579719
1180	72.23580312
1181	72.22832344
1182	72.21318834
1183	72.21317342
1184	72.19132591
1185	72.17306098
1186	72.14934726
1187	72.14840057
1188	72.12872379
1189	72.10424465
1190	72.10398225
1191	72.07765454
1192	72.05336045
1193	72.05334622
1194	72.05118676
1195	72.04178405
1196	72.04063644
1197	72.01236331
1198	71.98282172
1199	71.96954641
1200	71.96929154
1201	71.94775515
1202	71.93740207
1203	71.91719455
1204	71.90080054
1205	71.87261436
1206	71.85686752
1207	71.84190809
1208	71.84140131
1209	71.81958908
1210	71.7948407
1211	71.77428988
1212	71.77422723
1213	71.77413154
1214	71.77071005
1215	71.73920466
1216	71.72455683
1217	71.71006301
1218	71.69587076
1219	71.67676545
1220	71.67036435
1221	71.67035207
1222	71.64845044
1223	71.62164491
1224	71.61826244
1225	71.60954455
1226	71.60953262
1227	71.60952093
1228	71.59887411
1229	71.5777922
1230	71.55907149
1231	71.54094043
1232	71.53128059
1233	71.53103522
1234	71.51610183
1235	71.48924027
1236	71.46641482
1237	71.44278545
1238	71.41715471
1239	71.41714357
1240	71.41412739
1241	71.41411664
1242	71.39644331
1243	71.37254246
1244	71.34628327
1245	71.33221519
1246	71.30888571
1247	71.27950087
1248	71.27944351
1249	71.2793869
1250	71.23404578
1251	71.22878332
1252	71.22717038
1253	71.20429015
1254	71.17276399
1255	71.14330542
1256	71.13179008
1257	71.11237151
1258	71.10905255
1259	71.0954198
1260	71.094516
1261	71.06407665
1262	71.05498937
1263	71.05409994
1264	71.04759069
1265	71.01955974
1266	71.00461727
1267	71.00456874
1268	71.0028799
1269	70.988443
1270	70.97453862
1271	70.96238249
1272	70.96232856
1273	70.93320178
1274	70.90755554
1275	70.88849143
1276	70.85373418
1277	70.85368119
1278	70.83435545
1279	70.81706274
1280	70.8070656
1281	70.79377098
1282	70.7678578
1283	70.74753251
1284	70.72828836
1285	70.71561233
1286	70.70077384
1287	70.69511045
1288	70.68680125
1289	70.67554901
1290	70.67553984
1291	70.63723854
1292	70.61894986
1293	70.61889817
1294	70.58970316
1295	70.5715007
1296	70.56092832
1297	70.55479081
1298	70.53700906
1299	70.536158
1300	70.53425688
1301	70.50350827
1302	70.48888219
1303	70.48883131
1304	70.48882239
1305	70.46439351
1306	70.44444088
1307	70.42290293
1308	70.40707086
1309	70.38880576
1310	70.38873529
1311	70.3541142
1312	70.3278504
1313	70.32230594
1314	70.28631739
1315	70.27159647
1316	70.26647183
1317	70.26646332
1318	70.24541698
1319	70.24232394
1320	70.2181577
1321	70.20045391
1322	70.18061216
1323	70.16359123
1324	70.14397626
1325	70.12642588
1326	70.12641759
1327	70.10900136
1328	70.10049725
1329	70.09225705
1330	70.07252496
1331	70.05716462
1332	70.01875889
1333	70.01794374
1334	70.00163339
1335	70.00162573
1336	70.00157747
1337	69.98814113
1338	69.95162264
1339	69.94460114
1340	69.90706924
1341	69.89367343
1342	69.88116917
1343	69.86971604
1344	69.8558513
1345	69.83972654
1346	69.81657625
1347	69.80102456
1348	69.78425496
1349	69.76771155
1350	69.75179753
1351	69.72793601
1352	69.70942226
1353	69.69331668
1354	69.6854263
1355	69.6854192
1356	69.67444723
1357	69.64120486
1358	69.61057222
1359	69.58818356
1360	69.5628395
1361	69.5554279
1362	69.54782414
1363	69.51120856
1364	69.49862801
1365	69.48333533
1366	69.45566412
1367	69.43756585
1368	69.43752037
1369	69.38879689
1370	69.37910472
1371	69.35671159
1372	69.33249672
1373	69.32172066
1374	69.30218336
1375	69.26513787
1376	69.26048665
1377	69.2157077
1378	69.20281301
1379	69.19522004
1380	69.17255209
1381	69.16503172
1382	69.1599257
1383	69.14263294
1384	69.11314642
1385	69.09492879
1386	69.07062
1387	69.06029406
1388	69.03391591
1389	69.01550068
1390	68.99453249
1391	68.99303436
1392	68.99162727
1393	68.97179453
1394	68.95741212
1395	68.94753982
1396	68.94753386
1397	68.93760566
1398	68.90739709
1399	68.8946245
1400	68.88582607
1401	68.86643372
1402	68.83696146
1403	68.8295636
1404	68.79980347
1405	68.77435226
1406	68.76703478
1407	68.73735773
1408	68.72546584
1409	68.7042624
1410	68.675681
1411	68.67141464
1412	68.64864809
1413	68.63022076
1414	68.61723713
1415	68.6164109
1416	68.58146799
1417	68.57149941
1418	68.55265237
1419	68.52216639
1420	68.50278523
1421	68.48872836
1422	68.46450068
1423	68.43632663
1424	68.4121165
1425	68.40160441
1426	68.38945774
1427	68.37703088
1428	68.34613354
1429	68.33316626
1430	68.32317507
1431	68.30050295
1432	68.28409042
1433	68.26258657
1434	68.25037385
1435	68.21257519
1436	68.19467846
1437	68.16924679
1438	68.15478634
1439	68.138236
1440	68.12533156
1441	68.10277828
1442	68.07511503
1443	68.03782118
1444	68.00645037
1445	67.99602537
1446	67.96330556
1447	67.94850674
1448	67.94770981
1449	67.93129429
1450	67.9188044
1451	67.89766974
1452	67.88515711
1453	67.86023724
1454	67.84117594
1455	67.82265474
1456	67.80201095
1457	67.79889786
1458	67.77920293
1459	67.7791631
1460	67.76897446
1461	67.76896988
1462	67.7439937
1463	67.72126585
1464	67.69044828
1465	67.67475227
1466	67.65031101
1467	67.62719032
1468	67.60592479
1469	67.59306824
1470	67.56749977
1471	67.55227007
1472	67.52513942
1473	67.50973257
1474	67.49294156
1475	67.47772991
1476	67.45558361
1477	67.43139756
1478	67.41134885
1479	67.40047088
1480	67.380865
1481	67.35606146
1482	67.3376798
1483	67.33320278
1484	67.32925087
1485	67.31305634
1486	67.30556121
1487	67.28221073
1488	67.27570386
1489	67.26628284
1490	67.24537611
1491	67.23668923
1492	67.2331373
1493	67.21201785
1494	67.20132992
1495	67.18782163
1496	67.16457792
1497	67.16383245
1498	67.15595297
1499	67.14112325
1500	67.12906765
1501	67.12319673
1502	67.11351561
1503	67.10089843
1504	67.0940065
1505	67.06853818
1506	67.05084972
1507	67.0250639
1508	67.00088097
1509	66.98084785
1510	66.97061083
1511	66.95532102
1512	66.93170882
1513	66.9195144
1514	66.91539304
1515	66.91466509
1516	66.89378149
1517	66.88109628
1518	66.86036923
1519	66.85246982
1520	66.83939209
1521	66.82343535
1522	66.8130135
1523	66.80112377
1524	66.79423409
1525	66.79019963
1526	66.78367627
1527	66.76656659
1528	66.75324239
1529	66.74250926
1530	66.73860392
1531	66.71739037
1532	66.70742584
1533	66.68680823
1534	66.68237135
1535	66.66127307
1536	66.64547833
1537	66.63814889
1538	66.62556371
1539	66.61627574
1540	66.59641372
1541	66.57676929
1542	66.55837707
1543	66.54012038
1544	66.52875175
1545	66.50490401
1546	66.48007249
1547	66.46688094
1548	66.46150303
1549	66.45703906
1550	66.44609838
1551	66.40957409
1552	66.40018825
1553	66.39148089
1554	66.37647761
1555	66.37004508
1556	66.36148841
1557	66.34145044
1558	66.32705769
1559	66.31110678
1560	66.30104814
1561	66.28355454
1562	66.27448524
1563	66.26158337
1564	66.25615208
1565	66.24621229
1566	66.23029761
1567	66.21716123
1568	66.19736799
1569	66.18190565
1570	66.1666557
1571	66.14620382
1572	66.13267908
1573	66.12547599
1574	66.12060899
1575	66.11015973
1576	66.08986936
1577	66.08372196
1578	66.07874977
1579	66.06735584
1580	66.05381081
1581	66.0436
1582	66.0409617
1583	66.02795909
1584	66.01833279
1585	65.99592845
1586	65.97640306
1587	65.96406122
1588	65.95544226
1589	65.94744276
1590	65.93775592
1591	65.92428591
1592	65.89912144
1593	65.88387984
1594	65.86911145
1595	65.85437114
1596	65.85084261
1597	65.84593497
1598	65.82909145
1599	65.81492316
1600	65.80369286
1601	65.77889344
1602	65.76595449
1603	65.75675839
1604	65.74794067
1605	65.73476259
1606	65.723965
1607	65.70473806
1608	65.69429765
1609	65.66286656
1610	65.64109184
1611	65.62430574
1612	65.60585219
1613	65.59069954
1614	65.58128111
1615	65.5712511
1616	65.55524983
1617	65.54187924
1618	65.52967606
1619	65.51310051
1620	65.50117808
1621	65.48992794
1622	65.48184644
1623	65.46721459
1624	65.44736339
1625	65.41827962
1626	65.40567925
1627	65.39802499
1628	65.39233844
1629	65.38045073
1630	65.37726114
1631	65.3608297
1632	65.34943663
1633	65.33502422
1634	65.32273858
1635	65.32153169
1636	65.31765017
1637	65.29884449
1638	65.28677651
1639	65.28647855
1640	65.27985411
1641	65.26375067
1642	65.25624803
1643	65.22718722
1644	65.19910278
1645	65.18679168
1646	65.17808137
1647	65.16837308
1648	65.15371057
1649	65.14262493
1650	65.13217584
1651	65.1205626
1652	65.10997259
1653	65.09208617
1654	65.08978053
1655	65.06911264
1656	65.0552023
1657	65.03886869
1658	65.02711619
1659	65.01534509
1660	65.00951642
1661	64.98116042
1662	64.9636114
1663	64.95436993
1664	64.92671193
1665	64.90003095
1666	64.88547879
1667	64.8847292
1668	64.87335749
1669	64.86777133
