iter	Passed	Remaining
1664	63460	12768
1665	63488	12728
1666	63533	12691
1667	63576	12654
1668	63619	12617
1669	63661	12579
1670	63700	12541
1671	63756	12507
1672	63805	12471
1673	63842	12432
1674	63880	12394
1675	63917	12356
1676	63956	12318
1677	63996	12280
1678	64040	12243
1679	64079	12205
1680	64118	12167
1681	64154	12129
1682	64191	12090
1683	64234	12053
1684	64280	12016
1685	64323	11979
1686	64358	11940
1687	64405	11904
1688	64450	11867
1689	64497	11830
1690	64536	11792
1691	64573	11754
1692	64612	11716
1693	64660	11680
1694	64702	11642
1695	64737	11603
1696	64778	11566
1697	64830	11530
1698	64874	11493
1699	64917	11455
1700	64959	11418
1701	65001	11380
1702	65024	11340
1703	65065	11302
1704	65091	11262
1705	65248	11244
1706	65326	11212
1707	65375	11176
1708	65420	11139
1709	65455	11100
1710	65497	11062
1711	65539	11025
1712	65579	10987
1713	65623	10950
1714	65665	10912
1715	65701	10873
1716	65742	10835
1717	65797	10800
1718	65841	10762
1719	65884	10725
1720	65928	10687
1721	65968	10650
1722	66011	10612
1723	66054	10574
1724	66091	10536
1725	66132	10498
1726	66165	10459
1727	66202	10420
1728	66245	10383
1729	66282	10344
1730	66327	10307
1731	66362	10268
1732	66411	10231
1733	66456	10194
1734	66498	10156
1735	66539	10118
1736	66574	10080
1737	66613	10041
1738	66651	10003
1739	66692	9965
1740	66730	9927
1741	66770	9889
1742	66820	9852
1743	66873	9816
1744	66927	9780
1745	66979	9743
1746	67036	9708
1747	67086	9671
1748	67134	9634
1749	67188	9598
1750	67234	9561
1751	67275	9522
1752	67328	9486
1753	67381	9450
1754	67433	9413
1755	67484	9377
1756	67533	9340
1757	67578	9302
1758	67617	9264
1759	67647	9224
1760	67689	9186
1761	67730	9148
1762	67770	9110
1763	67812	9072
1764	67854	9034
1765	67900	8997
1766	67942	8959
1767	67984	8921
1768	68023	8882
1769	68064	8844
1770	68103	8806
1771	68146	8768
1772	68184	8729
1773	68226	8691
1774	68264	8653
1775	68307	8615
1776	68348	8577
1777	68388	8538
1778	68428	8500
1779	68471	8462
1780	68508	8424
1781	68554	8386
1782	68594	8348
1783	68633	8309
1784	68674	8271
1785	68703	8232
1786	68741	8193
1787	68778	8154
1788	68813	8116
1789	68853	8077
1790	68891	8039
1791	68932	8001
1792	68981	7963
1793	69030	7926
1794	69066	7887
1795	69109	7849
1796	69147	7811
1797	69182	7772
1798	69222	7734
1799	69261	7695
1800	69301	7657
1801	69343	7619
1802	69379	7580
1803	69423	7542
1804	69458	7503
1805	69501	7465
1806	69541	7427
1807	69586	7389
1808	69626	7351
1809	69663	7312
1810	69704	7274
1811	69746	7236
1812	69785	7197
1813	69829	7160
1814	69867	7121
1815	69906	7082
1816	69943	7044
1817	69982	7005
1818	70024	6967
1819	70075	6930
1820	70117	6892
1821	70160	6854
1822	70201	6816
1823	70244	6777
1824	70283	6739
1825	70325	6701
1826	70372	6663
1827	70412	6625
1828	70453	6586
1829	70492	6548
1830	70537	6510
1831	70577	6472
1832	70619	6433
1833	70657	6395
1834	70693	6356
1835	70727	6317
1836	70769	6279
1837	70813	6241
1838	70856	6203
1839	70898	6165
1840	70937	6126
1841	70975	6088
1842	71012	6049
1843	71037	6009
1844	71079	5971
1845	71128	5933
1846	71159	5894
1847	71194	5855
1848	71232	5817
1849	71278	5779
1850	71311	5740
1851	71355	5702
1852	71391	5663
1853	71432	5625
1854	71472	5586
1855	71515	5548
1856	71555	5510
1857	71603	5472
1858	71650	5434
1859	71692	5396
1860	71734	5357
1861	71773	5319
1862	71819	5281
1863	71860	5243
1864	71903	5204
1865	71940	5166
1866	71977	5127
1867	72011	5088
1868	72045	5049
1869	72084	5011
1870	72127	4972
1871	72174	4935
1872	72222	4897
1873	72264	4858
1874	72293	4819
1875	72333	4781
1876	72373	4742
1877	72409	4703
1878	72457	4665
1879	72496	4627
1880	72540	4589
1881	72578	4550
1882	72620	4512
1883	72667	4474
1884	72706	4435
1885	72752	4397
1886	72794	4359
1887	72833	4320
1888	72869	4281
1889	72907	4243
1890	72950	4204
1891	72991	4166
1892	73032	4128
1893	73070	4089
1894	73106	4050
1895	73145	4012
1896	73192	3974
1897	73241	3936
1898	73284	3897
1899	73333	3859
1900	73368	3820
1901	73410	3782
1902	73447	3743
1903	73486	3705
1904	73524	3666
1905	73566	3628
1906	73602	3589
1907	73646	3551
1908	73694	3512
1909	73741	3474
1910	73780	3436
1911	73822	3397
1912	73864	3359
1913	73903	3320
1914	73946	3282
1915	73989	3243
1916	74031	3205
1917	74075	3166
1918	74117	3128
1919	74159	3089
1920	74197	3051
1921	74237	3012
1922	74294	2974
1923	74338	2936
1924	74378	2897
1925	74417	2859
1926	74454	2820
1927	74501	2782
1928	74539	2743
1929	74583	2705
1930	74625	2666
1931	74664	2627
1932	74707	2589
1933	74747	2550
1934	74782	2512
1935	74821	2473
1936	74861	2434
1937	74906	2396
1938	74941	2357
1939	74979	2318
1940	75002	2279
1941	75040	2241
1942	75083	2202
1943	75109	2163
1944	75150	2125
1945	75193	2086
1946	75217	2047
1947	75254	2008
1948	75297	1970
1949	75346	1931
1950	75395	1893
1951	75441	1855
1952	75478	1816
1953	75553	1778
1954	75598	1740
1955	75643	1701
1956	75687	1663
1957	75727	1624
1958	75776	1585
1959	75819	1547
1960	75863	1508
1961	75901	1470
1962	75939	1431
1963	75976	1392
1964	76019	1354
1965	76060	1315
1966	76102	1276
1967	76143	1238
1968	76188	1199
1969	76227	1160
1970	76267	1122
1971	76310	1083
1972	76352	1044
1973	76400	1006
1974	76449	967
1975	76490	929
1976	76530	890
1977	76571	851
1978	76607	812
1979	76647	774
1980	76691	735
1981	76726	696
1982	76765	658
1983	76801	619
1984	76840	580
1985	76881	541
1986	76918	503
1987	76959	464
1988	76999	425
1989	77037	387
1990	77081	348
1991	77121	309
1992	77162	271
1993	77207	232
1994	77249	193
1995	77292	154
1996	77330	116
1997	77369	77
1998	77409	38
1999	77457	0
